Original Sentence,Gold Sentence
Dati nang pi nupukol ng mga aroganteng tanong si Heart tungkol sa pagbubuntis,Dati nang pinupukol ng mga aroganteng tanong si Heart tungkol sa pagbubuntis
Isa sa mga ito ang namamatay na habang ang  naman ay nakarekober na,Isa sa mga ito ang namatay na habang ang  naman ay nakarekober na
Ang mga senior citizen ay pinapayagang tanggap ng AstraZenica vaccines base sa DOH guidelines,Ang mga senior citizen ay pinapayagang tumanggap ng AstraZenica vaccines base sa DOH guidelines
Iginiit pa ni Villar na kaya nababawasan ng production dahil sinisira ng bagyo,Iginiit pa ni Villar na kaya nababawasan ng production dahil sinisira ng bagyo
Kaagad namang nagsisigaw ang grupo na prank lang ang kagagawa nila,Kaagad namang nagsisigaw ang grupo na prank lang ang ginawa nila
Gayunman ngayon ay hindi pa nailalabas ang impormasyon sa isa pang nasawing Pinay,Gayunman sa ngayon ay hindi pa nailalabas ang impormasyon sa isa pang nasawing Pinay
Nakasama din nina Pokwang si Lee nang magtungo sila kamakailan sa Amerika,Nakasama rin nina Pokwang si Lee nang magtungo sila kamakailan sa Amerika
Segundo angnaglusot sa  panalo ng Tropang Giga sa Hotshots sa Game Three noong Linggo,Segundo ang naglusot sa  panalo ng Tropang Giga sa Hotshots sa Game Three noong Linggo
sobrang sakit sobra saad ng ginang Hindi ko akalaing hahantong sa ganun,Sobrang sakit sobra saad ng ginang Hindi ko akalaing hahantong sa ganun
Maaga raw na alis ang mga magulang ng bata para mamalengke,Maaga raw na umalis ang mga magulang ng bata para mamalengke
Siyam na persons of interest na man ang iniimbestigahan ng mga awtoridad dagdag nito,Siyam na persons of interest naman ang iniimbestigahan ng mga awtoridad dagdag nito
Napahanga ni Stead ng husto ang mga kaanak at kaibigan dahil sa kaniyang ginawa,Napahanga ni Stead nang husto ang mga kaanak at kaibigan dahil sa kaniyang ginawa
Pero kung pakikinggan mo ang m ga usapan panalo pa rin si Derrick,Pero kung pakikinggan mo ang mga usapan panalo pa rin si Derrick
Binawasan rin nito ang presyo ng kanilang auto LPG ng P,Binawasan din nito ang presyo ng kanilang auto LPG ng P
Maliban pa yan sa  bayan lungsod at probinsya na nasa ilalim rin nito,Maliban pa yan sa  bayan lungsod at probinsya na nasa ilalim din nito
Maglog on para makakuha ng libreng voting credits o bibili ng nasabing credits,Maglog on para makakuha ng libreng voting credits o bumili ng nasabing credits
Nakarekober ang mga imbestigador ng isang basyo ng kaliber  pistol mula sa crime scene,Nakarekober ang mga imbestigador ng isang basyo ng kaliber  pistol mula sa crime scene
Para sa FIFTH place at nabigong makasingit ng medalya sa nasabing dalawang events,Para sa fifth place at nabigong makasingit ng medalya sa nasabing dalawang events
At alam nyo ba na ang sipag magtinda online ni Glydel ng Beautederm products,At alam nyo ba na ang sipag magtinda online ni Glydel ng Beautederm products
Na nilike rin ni Carla ano daw ang ibig sabihin ng paglalike niya,Na nilike rin ni Carla ano raw ang ibig sabihin ng paglalike niya
Sa nangyari ibat ibang samahan ang nanawagan pag re release kay Flores,Sa nangyari ibat ibang samahan ang nanawagan ng pag re release kay Flores
Katambal niya dito si Maja Salvador na aminadong tinanggal ang hiya para kay Bossing,Katambal niya rito si Maja Salvador na aminadong tinanggal ang hiya para kay Bossing
Pero depensa ng suspek ipinasa lang umano sa ka niya ang baril,Pero depensa ng suspek ipinasa lang umano sa kaniya ang baril
Habang taonggulang naman ang isa pang biktima na nagpapagaling na sa kanilang tahanan,Habang taonggulang naman ang isa pang biktima na nagpapagaling na sa kanilang tahanan
MAHALAGA para sa aktres na mayroon pang ibang pinagkakakitaan bukod sa pagiging isang artista,Mahalaga para sa aktres na mayroon pang ibang pinagkakakitaan bukod sa pagiging isang artista
Marami ng nagalok kay Vice Ganda na subukan ang mundo ng pulitika,Marami nang nagalok kay Vice Ganda na subukan ang mundo ng pulitika
Bukod sa award ay nakatanggap din niya ng  Swiss francs o humigitkumulang P milyong,Bukod sa award ay nakatanggap din siya ng  Swiss francs o humigitkumulang P milyong
Tatangkain ng Tropang Giga na tapusin ang ang serye sa Game Five bukas,Tatangkain ng Tropang Giga na tapusin ang serye sa Game Five bukas
Sinabi pa ni Ken na aabot sa  degrees ang kaniyang naging lagnat,Sinabi pa ni Ken na umabot sa  degrees ang kaniyang naging lagnat
Ako naman sa comedy so medyo mahirap pagsamahin yung mundo namin,Ako naman sa comedy so medyo mahirap pagsamahin yung mundo namin
Pinakamarami sa COVID cases sa nakaraang nakaraang araw sa mga sumusunod na lugar,Pinakamarami sa COVID cases sa nakaraang araw sa mga sumusunod na lugar
Kumbaga nagclick kami hanggang sa nag grow na lang ang feelings,Kumbaga nagclick kami hanggang sa naggrow na lang ang feelings
Patuloy ng aming source Natural away ang daladala ng babae nung dumating siya,Patuloy ng aming source Natural away ang daladala ng babae nung dumating siya
Ng makaalis ang taong yon nagdialogue si Bisaya na ayaw niyang makipagplastikan,Nang makaalis ang taong yon nagdialogue si Bisaya na ayaw niyang makipagplastikan
Kaya ang mensahe nang Ebanghelyo sa atin ay sikapin natin ang makipagkasundo,Kaya ang mensahe ng Ebanghelyo sa atin ay sikapin natin ang makipagkasundo
Sa ibang kaso naman hindi accredited ang doctor na gumagamot sa pasyente kaya tinanggihan,Sa ibang kaso naman hindi accredited ang doctor na gumamot sa pasyente kaya tinanggihan
Hindi raw niya kumakain ng fruit na yun dahil may kabahuan ang amoy,Hindi raw siya kumakain ng fruit na yun dahil may kabahuan ang amoy
Pero ang ibang sabungero nawala matapos na magpaalam na ipinupunta sa sabungan,Pero ang ibang sabungero nawala matapos na magpaalam na magpupunta sa sabungan
Baka kung kami nga iyon mas matinding mura pa ang inabot sila sa amin,Baka kung kami nga iyon mas matinding mura pa ang inabot nila sa amin
At pagkaraan ay isinugod rin ito agad sa pinakamalapit na ospital,At pagkaraan ay isinugod din ito agad sa pinakamalapit na ospital
Nagpost din siya siya ng umalis sa Pilipinas na  Lets do this,Nagpost din siya siya nang umalis sa Pilipinas na  Lets do this
Ngayon ay apatnaput anim na taong gulang na ang Its Showtime host host,Ngayon ay apatnaput anim na taong gulang na ang Its Showtime host
Nasayang ang ilang taon nilang relasyon nang umenter the dragon na si Tisoy ,Nasayang ang ilang taon nilang relasyon nang umenter the dragon na si Tisoy 
Kontrabida ang role ng aktres kaya talagang pinagisipang mabuti kung tatanggapin ang proyekto,Kontrabida ang role ng aktres kaya talagang pinagisipang mabuti kung tatanggapin ang proyekto
KAYA nga sa ngayon ang talagang dapat lahat ng pagiingat gawin natin,Kaya nga sa ngayon ang talagang dapat lahat ng pagiingat gawin natin
Napansin rin ng mga awtoridad na pabagubago ang mga pahayag nito,Napansin din ng mga awtoridad na pabagubago ang mga pahayag nito
Sa halip na abandonahin dapat na pagaralan na lamang at rebyuhin ang K curriculum,Sa halip na abandonahin dapat na pagaralan na lamang at rebyuhin ang K curriculum
Sobrang touched nga si Direk LA kaya ang sabi niya First,Sobrang touched nga si Direk LA kaya ang sabi niya First
Magpayaman muna siya at asikasuhin ang mga negosyo NA mas tamang gawin,Magpayaman muna siya at asikasuhin ang mga negosyo na mas tamang gawin
Ito naang pangalawang hotel sa Boracay na pansamantalang ipinasara dahil sa COVID pandemic,Ito na ang pangalawang hotel sa Boracay na pansamantalang ipinasara dahil sa COVID pandemic
Excited na din ang binata sa mga bagong makakatrabaho sa naturang iWantTFC series,Excited na rin ang binata sa mga bagong makakatrabaho sa naturang iWantTFC series
Wakas ma isshare ko na rin sa inyong lahat ang gender ng aking baby,Sa wakas ma isshare ko na rin sa inyong lahat ang gender ng aking baby
Posibleng bigyan ito ng extensionbase sa kanilang magiging performance sa seasonending tournament,Posibleng bigyan ito ng extension base sa kanilang magiging performance sa seasonending tournament
Nadagdagan ng isang aso ang alagang hayop sa bahay nina Marian Rivera,Nadagdagan ng isang aso ang alagang hayop sa bahay nina Marian Rivera
May duda ako na may nagsusul dito maraming ‘sulsultant’ rito eh saad pa niya,May duda ako na may nagsusul dito maraming ‘sulsultant’ dito eh saad pa niya
Matatandaang dati ng tinamaan ng nakamamatay na COVID si Marcos Jr,Matatandaang dati nang tinamaan ng nakamamatay na COVID si Marcos Jr
Yung mga drivers na lang and operators ang nabigay ng subsidy aniya pa,Yung mga drivers na lang and operators ang bibigyan ng subsidy aniya pa
Hanggang sa dumating ang puntong hindi na napipilitansi Mikee sa kaniyang pagaaral,Hanggang sa dumating ang puntong hindi na napipilitan si Mikee sa kaniyang pagaaral
Okay lang yan kasi alam mo mayroon tayong ganito ganito ganito,Okay lang yan kasi alam mo mayroon tayong ganito ganito ganito
“nasa bucket list ko this year na GUMAWA talaga ng BL,“Nasa bucket list ko this year na gumawa talaga ng BL
Eh ako ang katatanong niya ng balita siya pala ang maraming kuwento,Eh ako ang tinatanong niya ng balita siya pala ang maraming kuwento
Sumama daw ang loob niya kay Bincai kaya pinagbakasyon niya ng four weeks,Sumama raw ang loob niya kay Bincai kaya pinagbakasyon niya ng four weeks
Ng makawala sa kanyang pagkatali agad daw siyang humingi ng tulong sa mga awtoridad,Nang makawala sa kanyang pagkatali agad daw siyang humingi ng tulong sa mga awtoridad
Gayunman sinabi ni DAVID na ito ayprojectionsniyalamangat maaaring may maganap na pagbabago,Gayunman sinabi ni David na ito ayprojectionsniyalamangat maaaring may maganap na pagbabago
Dala ng kaniyang kapatid dahil hihingi raw ng piso sa kanilang nanay,Dinala ng kaniyang kapatid dahil hihingi raw ng piso sa kanilang nanay
Sabi nga ni SenatorTito sottototoo namangmay mga nangyayaring corruption buti at nahalungkat,Sabi nga ni SenatorTito Sottototoo namangmay mga nangyayaring corruption buti at nahalungkat
Kasi bata palang ako nun eh parang isang iglap wala na akong katabing magulang,Kasi bata pa lang ako nun eh parang isang iglap wala na akong katabing magulang
Umiskor si Dennis Schröder ng  points kasama ang dalawang free throws sa sa huling ,Umiskor si Dennis Schröder ng  points kasama ang dalawang free throws sa huling 
Samantala  ang pasa sa secondary level mula sa  na kumuha ng exam katumbas ng ,Samantala  ang pumasa sa secondary level mula sa  na kumuha ng exam katumbas ng 
Ay possible na rin daw na makagawa ng sexy film ang aktor,Ay possible na rin daw na makagawa ng sexy film ang aktor
Binibiro nga naming magiging Madam Mauring na kaya si Maureen dahil sa panghuhula niya,Binibiro nga naming magiging Madam Mauring na kaya si Maureen dahil sa panghuhula niya
Aktor nagsorry sa paninigaw ng isumbong ng aktres sa karelasyong pulitiko,Aktor nagsorry sa paninigaw nang isumbong ng aktres sa karelasyong pulitiko
Basahinbagong COVID variants Ano ang mga yan at bakit delikado kinatatakutan,Basahinbagong COVID variants Ano ang mga yan at bakit delikado kinatatakutan
Sa ngayon aniya itinaas ni Foreign Affairs Secretary Teodoro Locsin Jr,Sa ngayon aniya itinaas ni Foreign Affairs Secretary Teodoro Locsin Jr
Abot ng mga operatiba ang suspek na nakasuot na lamang ng brief,Inabutan ng mga operatiba ang suspek na nakasuot na lamang ng brief
Sapagkat nais Niyang maging maligaya tayo kaya ipinagkakaloob Niya ang ATING mga pangangailangan,Sapagkat nais Niyang maging maligaya tayo kaya ipinagkakaloob Niya ang ating mga pangangailangan
Todo naman daw ang suportang ibinigay nang asawang si Chris Tan kay Sherilyn,Todo naman daw ang suportang ibinigay ng asawang si Chris Tan kay Sherilyn
Maligayang Pasko at Manigong Bagong Taon sa ating lahat dagdag ng mga ito,Maligayang Pasko at Manigong Bagong Taon sa ating lahat dagdag ng mga ito
Ibinibigay ito sakanyang campaign manager para gamitin sa mga pagiikot niya sa thdistrict,Ibinibigay ito sa kanyang campaign manager para gamitin sa mga pagiikot niya sa thdistrict
karamihan sa mga pasyente ay mga batang mula isang buwan ang edad hanggang ,Karamihan sa mga pasyente ay mga batang mula isang buwan ang edad hanggang 
First time rin daw niyang dumaan sa MRI dahil sa claustrophobic siya,First time rin daw niyang dumaan sa MRI dahil sa claustrophobic siya
Matinding bakbakan ang nasilayan sabuong panahon ng laban partikular na sa fifth set,Matinding bakbakan ang nasilayan sa buong panahon ng laban partikular na sa fifth set
Halos sabay nagumpisa ang dalawang programa pagkatapos mawalan ng franchise ang ABSCBN,Halos sabay nagumpisa ang dalawang programa pagkatapos mawalan ng franchise ang ABSCBN
Nagstart yung aking YouTube channel sa pagvavlog ay lagpas na ng isang taon noong ,Nagstart yung aking YouTube channel sa pagvavlog ay lagpas na ng isang taon noong 
Magagamit ng mga residente ang pontoon bridge magmula umaga hanggang  gabi,Magagamit ng mga residente ang pontoon bridge magmula umaga hanggang  ng gabi
Bakit kailangan nating i restrict lang ito ang poprotektahan natin ang mga kababaihan,Bakit kailangan nating irestrict lang ito ang poprotektahan natin ang mga kababaihan
Dito nalaman niya na umaabot sahanggang  bubuwit ang isinisilang ng isang inahing daga,Dito nalaman niya na umaabot sa hanggang  bubuwit ang isinisilang ng isang inahing daga
Nanganak nat lahat pero nasa dilim parin ang ama ng anak,Nanganak nat lahat pero nasa dilim pa rin ang ama ng anak
Kasasabi ni Rayver na si Julie Anne ang gusto niyang makasama sa kanyang future,Sinasabi ni Rayver na si Julie Anne ang gusto niyang makasama sa kanyang future
Ito ang papalit sa ti meslot ng The Fake Life na magtatapos na bukas,Ito ang papalit sa timeslot ng The Fake Life na magtatapos na bukas
Nakaapekto din aniya ang pagaalala at mental stress na labis na nakakaapekto sa puso,Nakaapekto rin aniya ang pagaalala at mental stress na labis na nakakaapekto sa puso
Nasa  ang kumpirmado habang  ang sumasailalim pa sa beripikasyon ng NDRRMC,Nasa  ang kumpirmado habang  ang sumasailalim pa sa beripikasyon ng NDRRMC
Sa kuwento ni Bisaya noong Thursday night daw aytinawagan niya si Venice,Sa kuwento ni Bisaya noong Thursday night daw ay tinawagan niya si Venice
Magbabaliktrabaho na si John Lloyd at mapapanood niya sa Kapuso Network,Magbabaliktrabaho na si John Lloyd at mapapanood siya sa Kapuso Network
Nakita natin na bumalik naman ang mga kaso ng exploitation and traffickingHindi,Nakita natin na bumalik na naman ang mga kaso ng exploitation and traffickingHindi
Dahil dito ang apat na probinsiya sa Region  ay mayroon nang sariling Malasakit Centers,Dahil dito ang apat na probinsiya sa Region  ay mayroon nang sariling Malasakit Centers
Nagsimula nang magshoot si Jak ng pelikulang ito na kukunan nila sa pampanga,Nagsimula nang magshoot si Jak ng pelikulang ito na kukunan nila sa Pampanga
Hawak na ngpulisya ang suspek na si Julius Bibay  ng  Lontoc Apartment Brgy,Hawak na ng pulisya ang suspek na si Julius Bibay  ng  Lontoc Apartment Brgy
Manalangin Tayo Panginoon tulungan Niyo po kami na maging intrumento NG katotohanan,Manalangin Tayo Panginoon tulungan Niyo po kami na maging intrumento ng katotohanan
Pero alam ba ninyo na hindi na dapat ibinebenta ang imahe kapag nabasbasan na,Pero alam ba ninyo na hindi na dapat ibinebenta ang imahe kapag nabasbasan na
Isang bansang masagana ang pamumuhay o isang bansang mahirap ang mamamayan,Isang bansang masagana ang pamumuhay o isang bansang mahirap ang mamamayan
Ayon kay Rodriguez  na lugar sa CDO ang inisyal na mabibigyan ng bakuna,Ayon kay Rodriguez  na lugar sa CDO ang inisyal na mabibigyan ng bakuna
Biglaan naman yata ang sinasabing split na daw sina Rabiya Mateo at Jeric Gonzales,Biglaan naman yata ang sinasabing split na raw sina Rabiya Mateo at Jeric Gonzales
Pagkatapos ng November  ay ibabalik naman ang normal  discount para sa mga estudyante,Pagkatapos ng November  ay ibabalik naman ang normal  discount para sa mga estudyante
Umabot na sa P bilyon ang mga reimbursement applications sa Philhealth noong Disyembre ,Umabot na sa P bilyon ang mga reimbursement applications sa Philhealth noong Disyembre 
Matagal ng hinihintay ng mga staff ang pagkawala ng show niya,Matagal nang hinihintay ng mga staff ang pagkawala ng show niya
Sa Class  na sinakyan buses at mga maliliit na trucks at P,Sa Class  na sasakyan buses at mga maliliit na trucks at P
Sabagay mental exercise din at pangalis boredom ito kaya siguro pinatulan ni Vice,Sabagay mental exercise rin at pangalis boredom ito kaya siguro pinatulan ni Vice
Para sa aktor ay nagkaroon siya ng konsentrasyon sa lahat ng ginagawa sa set,Para sa aktor ay nagkaroon siya ng konsentrasyon sa lahat ng ginagawa sa set
Actually iilan ang nakakaalam na continuous ang ayuda ni actress  singer KAY Fanny,Actually iilan ang nakakaalam na continuous ang ayuda ni actress  singer kay Fanny
Ibinagi rin niya ang madamdaming captionna nangakong maging best mom sa anak,Ibinagi rin niya ang madamdaming caption na nangakong maging best mom sa anak
nang lumalim pa ang kanilang relasyon umanib na sa Islam si Mehdi,Nang lumalim pa ang kanilang relasyon umanib na sa Islam si Mehdi
Anyway yan at marami pang iba ang maguusap sa episode  ng Take It,Anyway yan at marami pang iba ang pinagusapan sa episode  ng Take It
Isa sa pinaka generous na tao na nakilala ko si Dra,Isa sa pinakagenerous na tao na nakilala ko si Dra
Napansin siya na ang damidami na nila sa studio kapag umeere ang kanyang programa,Napansin niya na ang damidami na nila sa studio kapag umeere ang kanyang programa
Bukod sa kulong pagmumultahin rin ng mula P milyon hanggang P milyon,Bukod sa kulong pagmumultahin din ng mula P milyon hanggang P milyon
Makikita sa parteng likod ng bahay ang butas na dinadaanan ng suspek,Makikita sa parteng likod ng bahay ang butas na dinaanan ng suspek
